date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:48:55	46059/46059	---M--	200	added ('OK')	image/png	etag:%22b3eb-64369a51-4f648b3e70442bd9;;;%22	https://htmlbeans.com/html/app-landing/images/img02.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/img02.png	(from https://htmlbeans.com/html/app-landing/home.html)
04:48:55	72385/72385	---M--	200	added ('OK')	image/jpeg	etag:%2211ac1-64369a51-92d3c158f5e84b68;;;%22	https://htmlbeans.com/html/app-landing/images/img01.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/img01.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:48:56	1415/1415	---M-Z	200	added ('OK')	image/svg+xml	etag:%22587-64369a51-77aec36176b977ae;gz%22	https://htmlbeans.com/html/app-landing/images/id-card.svg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/id-card.svg	(from https://htmlbeans.com/html/app-landing/home.html)
04:48:57	1170/1170	---M-Z	200	added ('OK')	image/svg+xml	etag:%22492-64369a51-1df04e48860f7d26;gz%22	https://htmlbeans.com/html/app-landing/images/clock.svg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/clock.svg	(from https://htmlbeans.com/html/app-landing/home.html)
04:48:58	583/583	---M-Z	200	added ('OK')	image/svg+xml	etag:%22247-64369a51-4ce3c969c1f9d6c3;gz%22	https://htmlbeans.com/html/app-landing/images/notes.svg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/notes.svg	(from https://htmlbeans.com/html/app-landing/home.html)
04:48:58	2701/2701	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a8d-64369a51-3267a61f86ecda59;gz%22	https://htmlbeans.com/html/app-landing/images/calculator.svg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/calculator.svg	(from https://htmlbeans.com/html/app-landing/home.html)
04:48:59	3804/3804	---M--	200	added ('OK')	image/png	etag:%22edc-64369a51-63f89db88501949a;;;%22	https://htmlbeans.com/html/app-landing/images/cleaning.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/cleaning.png	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:00	2465/2465	---M-Z	200	added ('OK')	image/svg+xml	etag:%229a1-64369a51-2197f5445051e9fe;gz%22	https://htmlbeans.com/html/app-landing/images/calendar.svg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/calendar.svg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:01	67075/67075	---M--	200	added ('OK')	image/png	etag:%2210603-64369a51-82ee9dc7c0c9506a;;;%22	https://htmlbeans.com/html/app-landing/images/img03.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/img03.png	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:02	63513/63513	---M--	200	added ('OK')	image/png	etag:%22f819-64369a51-3e243e8e9284cfc8;;;%22	https://htmlbeans.com/html/app-landing/images/img04.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/img04.png	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:03	45839/45839	---M--	200	added ('OK')	image/jpeg	etag:%22b30f-64369a51-e2476d66aad4f728;;;%22	https://htmlbeans.com/html/app-landing/images/img05.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/img05.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:04	4621/4621	---M--	200	added ('OK')	image/jpeg	etag:%22120d-64369a51-6f6e87e49e32a576;;;%22	https://htmlbeans.com/html/app-landing/images/logo-1.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/logo-1.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:05	4171/4171	---M--	200	added ('OK')	image/jpeg	etag:%22104b-64369a51-e2ec2c690ed467c;;;%22	https://htmlbeans.com/html/app-landing/images/logo-2.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/logo-2.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:05	163444/163444	---M--	200	added ('OK')	image/jpeg	etag:%2227e74-64369a51-5a8af47128e87c59;;;%22	https://htmlbeans.com/html/app-landing/images/img06.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/img06.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:05	3762/3762	---M--	200	added ('OK')	image/jpeg	etag:%22eb2-64369a51-2f1034175024512c;;;%22	https://htmlbeans.com/html/app-landing/images/logo-3.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/logo-3.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:06	3710/3710	---M--	200	added ('OK')	image/jpeg	etag:%22e7e-64369a51-989939b368aeda10;;;%22	https://htmlbeans.com/html/app-landing/images/logo-4.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/logo-4.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:06	4002/4002	---M--	200	added ('OK')	image/jpeg	etag:%22fa2-64369a51-71af6fea30840a13;;;%22	https://htmlbeans.com/html/app-landing/images/logo-5.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/logo-5.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:07	4097/4097	---M--	200	added ('OK')	image/jpeg	etag:%221001-64369a51-c06b64f1581d67d9;;;%22	https://htmlbeans.com/html/app-landing/images/logo-6.jpg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/logo-6.jpg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:08	1499/1499	---M-Z	200	added ('OK')	image/svg+xml	etag:%225db-64369a51-da1c82554ad9219d;gz%22	https://htmlbeans.com/html/app-landing/images/svg/hearts.svg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/svg/hearts.svg	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:08	95962/95962	---M-Z	200	added ('OK')	application/x-javascript	etag:%22176da-64369a51-76eec607b7748b33;gz%22	https://htmlbeans.com/html/app-landing/js/jquery.js	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/js/jquery.js	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:09	191824/191824	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ed50-64369a51-5566e07136af45b0;gz%22	https://htmlbeans.com/html/app-landing/js/plugins.js	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/js/plugins.js	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:09	6055/6055	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217a7-64369a51-88d6fd6755516f9f;gz%22	https://htmlbeans.com/html/app-landing/js/jquery.main.js	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/js/jquery.main.js	(from https://htmlbeans.com/html/app-landing/home.html)
04:49:09	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-64369a51-149953e309a73cf6;gz%22	https://htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.eot	(from https://htmlbeans.com/html/app-landing/css/bootstrap.css)
04:49:11	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-64369a51-149953e309a73cf6;gz%22	https://htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regulard41d.eot	(from https://htmlbeans.com/html/app-landing/css/bootstrap.css)
04:49:12	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22466c-64369a51-5ecef629c10a5e04;;;%22	https://htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.woff2	(from https://htmlbeans.com/html/app-landing/css/bootstrap.css)
04:49:12	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-64369a51-8cbd86a52cf3ae17;;;%22	https://htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.woff	(from https://htmlbeans.com/html/app-landing/css/bootstrap.css)
04:49:13	45404/45404	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22b15c-64369a51-f56677e4f662ccd2;gz%22	https://htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.ttf	(from https://htmlbeans.com/html/app-landing/css/bootstrap.css)
04:49:13	109025/109025	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a9e1-64369a51-bf7439f6f64825cf;gz%22	https://htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/bootstrap/glyphicons-halflings-regular.svg	(from https://htmlbeans.com/html/app-landing/css/bootstrap.css)
04:49:15	26510/26510	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2003:49:15%20GMT	https://htmlbeans.com/html/app-landing/css/overlays/02.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/css/overlays/02.png	(from https://htmlbeans.com/html/app-landing/css/plugins.css)
04:49:16	70807/70807	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-64369a51-7ab9784fffcb1de7;gz%22	https://htmlbeans.com/html/app-landing/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/fontawesome-webfont3295.eot	(from https://htmlbeans.com/html/app-landing/css/font-awesome.min.css)
04:49:16	70807/70807	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-64369a51-7ab9784fffcb1de7;gz%22	https://htmlbeans.com/html/app-landing/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/fontawesome-webfontd41d.eot	(from https://htmlbeans.com/html/app-landing/css/font-awesome.min.css)
04:49:17	66624/66624	---M--	200	added ('OK')	font/woff2	etag:%2210440-64369a51-c22d86600bc798c6;;;%22	https://htmlbeans.com/html/app-landing/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/fontawesome-webfont3295.woff2	(from https://htmlbeans.com/html/app-landing/css/font-awesome.min.css)
04:49:17	83588/83588	---M--	200	added ('OK')	application/font-woff	etag:%2214684-64369a51-544a7f6cecefd443;;;%22	https://htmlbeans.com/html/app-landing/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/fontawesome-webfont3295.woff	(from https://htmlbeans.com/html/app-landing/css/font-awesome.min.css)
04:49:18	142072/142072	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2222af8-64369a51-c6d4d21bb7837f03;gz%22	https://htmlbeans.com/html/app-landing/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/fontawesome-webfont3295.ttf	(from https://htmlbeans.com/html/app-landing/css/font-awesome.min.css)
04:49:18	366270/366270	---M-Z	200	added ('OK')	image/svg+xml	etag:%22596be-64369a51-416b08f5f01d766e;gz%22	https://htmlbeans.com/html/app-landing/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/fontawesome-webfont3295.svg	(from https://htmlbeans.com/html/app-landing/css/font-awesome.min.css)
04:49:19	6468/6468	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221944-64369a51-4a6f2871c86fe820;gz%22	https://htmlbeans.com/html/app-landing/fonts/icomoon.ttf?u6ufkh	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/icomoone04c.ttf	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:19	6544/6544	---M--	200	added ('OK')	application/font-woff	etag:%221990-64369a51-3336ba22bb0f7598;;;%22	https://htmlbeans.com/html/app-landing/fonts/icomoon.woff?u6ufkh	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/icomoone04c.woff	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:19	20925/20925	---M-Z	200	added ('OK')	image/svg+xml	etag:%2251bd-64369a51-79f8f2ec30099a17;gz%22	https://htmlbeans.com/html/app-landing/fonts/icomoon.svg?u6ufkh	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/fonts/icomoone04c.svg	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:20	294/294	---M--	200	added ('OK')	image/png	etag:%22126-64369a51-dd504c5b7c49dd63;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern1.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern1.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:21	16366/16366	---M--	200	added ('OK')	image/png	etag:%223fee-64369a51-287cf477bb9055f0;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern2.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern2.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:21	3213/3213	---M--	200	added ('OK')	image/png	etag:%22c8d-64369a51-27ac88afb40319d7;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern3.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern3.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:22	81227/81227	---M--	200	added ('OK')	image/png	etag:%2213d4b-64369a51-dcf9d902fbb0b19c;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern4.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern4.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:22	3121/3121	---M--	200	added ('OK')	image/png	etag:%22c31-64369a51-979d2a5381d9a0e2;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern5.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern5.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:23	33702/33702	---M--	200	added ('OK')	image/png	etag:%2283a6-64369a51-ce4ce4801684236f;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern6.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern6.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:23	3354/3354	---M--	200	added ('OK')	image/png	etag:%22d1a-64369a51-d5974c69b0df92ec;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern7.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern7.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:23	2138/2138	---M--	200	added ('OK')	image/png	etag:%2285a-64369a51-fe89350d01f6c906;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern8.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern8.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:24	5664/5664	---M--	200	added ('OK')	image/png	etag:%221620-64369a51-fad7cd64a6fe4b85;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern9.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern9.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:24	47433/47433	---M--	200	added ('OK')	image/png	etag:%22b949-64369a51-80280768d280485e;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern10.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern10.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:25	3866/3866	---M--	200	added ('OK')	image/png	etag:%22f1a-64369a51-172a3f39cd0b565;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern11.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern11.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:25	1005/1005	---M--	200	added ('OK')	image/png	etag:%223ed-64369a51-c0fb4cbc4177072b;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern12.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern12.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:25	17147/17147	---M--	200	added ('OK')	image/png	etag:%2242fb-64369a51-df6cc643db4d81be;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern13.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern13.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:26	2670/2670	---M--	200	added ('OK')	image/png	etag:%22a6e-64369a51-f3243e1c81ecfc08;;;%22	https://htmlbeans.com/html/app-landing/images/patterns/pattern14.png	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/images/patterns/pattern14.png	(from https://htmlbeans.com/html/app-landing/style.css)
04:49:27	26520/26520	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2003:49:27%20GMT	https://htmlbeans.com/html/app-landing/Popover%20requires%20tooltip.js	C:/My%20Web%20Sites/cooper/htmlbeans.com/html/app-landing/Popover%20requires%20tooltip.js	(from https://htmlbeans.com/html/app-landing/js/plugins.js)
